"indice_tiempo","provincia_de_destino","pais_de_residencia","destinos_visitados","turistas_no_residentes","pernoctes_no_residentes_en_provincia","pernoctes_no_residentes_en_pais","casos_muestrales","observaciones"
2022-01-01,"Mendoza","Uruguay","Solo resto",405,0,6060,7,NA
2022-01-01,"Misiones","Bolivia","Provincia y resto",0,0,0,0,NA
2022-01-01,"Misiones","Bolivia","Solo provincia",0,0,0,0,NA
2022-01-01,"Misiones","Bolivia","Solo resto",3297,0,61428,58,NA
2022-01-01,"Misiones","Brasil","Provincia y resto",0,0,0,0,NA
2022-01-01,"Misiones","Brasil","Solo provincia",0,0,0,0,NA
2022-01-01,"Misiones","Brasil","Solo resto",15613,0,213639,146,NA
2022-01-01,"Misiones","Chile","Provincia y resto",80,480,2320,1,NA
2022-01-01,"Misiones","Chile","Solo provincia",0,0,0,0,NA
2022-01-01,"Misiones","Chile","Solo resto",8839,0,125435,106,NA
2022-01-01,"Misiones","EE.UU y Canadá","Provincia y resto",1272,3448,25982,7,NA
2022-01-01,"Misiones","EE.UU y Canadá","Solo provincia",0,0,0,0,NA
2022-01-01,"Misiones","EE.UU y Canadá","Solo resto",25341,0,541106,170,NA
2022-01-01,"Misiones","Europa","Provincia y resto",2865,9028,51888,19,NA
2022-01-01,"Misiones","Europa","Solo provincia",0,0,0,0,NA
2022-01-01,"Misiones","Europa","Solo resto",35984,0,930987,278,NA
2022-01-01,"Misiones","Paraguay","Provincia y resto",0,0,0,0,NA
2022-01-01,"Misiones","Paraguay","Solo provincia",0,0,0,0,NA
2022-01-01,"Misiones","Paraguay","Solo resto",1311,0,5765,9,NA
2022-01-01,"Misiones","Resto América","Provincia y resto",1183,3222,26971,14,NA
2022-01-01,"Misiones","Resto América","Solo provincia",204,5406,5406,2,NA
2022-01-01,"Misiones","Resto América","Solo resto",14806,0,345588,159,NA
2022-01-01,"Misiones","Resto del Mundo","Provincia y resto",0,0,0,0,NA
2022-01-01,"Misiones","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-01-01,"Misiones","Resto del Mundo","Solo resto",2486,0,44911,10,NA
2022-01-01,"Misiones","Uruguay","Provincia y resto",0,0,0,0,NA
2022-01-01,"Misiones","Uruguay","Solo provincia",0,0,0,0,NA
2022-01-01,"Misiones","Uruguay","Solo resto",462,0,7713,8,NA
2022-01-01,"Neuquen","Bolivia","Provincia y resto",66,2310,2640,1,NA
2022-01-01,"Neuquen","Bolivia","Solo provincia",0,0,0,0,NA
2022-01-01,"Neuquen","Bolivia","Solo resto",3231,0,58788,57,NA
2022-01-01,"Neuquen","Brasil","Provincia y resto",432,5616,7776,4,NA
2022-01-01,"Neuquen","Brasil","Solo provincia",0,0,0,0,NA
2022-01-01,"Neuquen","Brasil","Solo resto",15181,0,205863,142,NA
2022-01-01,"Neuquen","Chile","Provincia y resto",166,664,1494,2,NA
2022-01-01,"Neuquen","Chile","Solo provincia",80,1600,1600,1,NA
2022-01-01,"Neuquen","Chile","Solo resto",8673,0,124661,104,NA
2022-01-01,"Neuquen","EE.UU y Canadá","Provincia y resto",0,0,0,0,NA
2022-01-01,"Neuquen","EE.UU y Canadá","Solo provincia",123,1968,1968,1,NA
2022-01-01,"Neuquen","EE.UU y Canadá","Solo resto",26490,0,565120,176,NA
2022-01-01,"Neuquen","Europa","Provincia y resto",687,7777,19906,6,NA
2022-01-01,"Neuquen","Europa","Solo provincia",0,0,0,0,NA
2022-01-01,"Neuquen","Europa","Solo resto",38162,0,962969,291,NA
2022-01-01,"Neuquen","Paraguay","Provincia y resto",0,0,0,0,NA
2022-01-01,"Neuquen","Paraguay","Solo provincia",0,0,0,0,NA
2022-01-01,"Neuquen","Paraguay","Solo resto",1311,0,5765,9,NA
2022-01-01,"Neuquen","Resto América","Provincia y resto",406,3860,9747,4,NA
2022-01-01,"Neuquen","Resto América","Solo provincia",0,0,0,0,NA
2022-01-01,"Neuquen","Resto América","Solo resto",15787,0,368218,171,NA
2022-01-01,"Neuquen","Resto del Mundo","Provincia y resto",0,0,0,0,NA
2022-01-01,"Neuquen","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-01-01,"Neuquen","Resto del Mundo","Solo resto",2486,0,44911,10,NA
2022-01-01,"Neuquen","Uruguay","Provincia y resto",0,0,0,0,NA
2022-01-01,"Neuquen","Uruguay","Solo provincia",0,0,0,0,NA
2022-01-01,"Neuquen","Uruguay","Solo resto",462,0,7713,8,NA
2022-01-01,"Rio Negro","Bolivia","Provincia y resto",0,0,0,0,NA
2022-01-01,"Rio Negro","Bolivia","Solo provincia",0,0,0,0,NA
2022-01-01,"Rio Negro","Bolivia","Solo resto",3297,0,61428,58,NA
2022-01-01,"Rio Negro","Brasil","Provincia y resto",971,3020,16867,9,NA
2022-01-01,"Rio Negro","Brasil","Solo provincia",218,1744,1744,2,NA
2022-01-01,"Rio Negro","Brasil","Solo resto",14424,0,195028,135,NA
2022-01-01,"Rio Negro","Chile","Provincia y resto",166,830,1494,2,NA
2022-01-01,"Rio Negro","Chile","Solo provincia",0,0,0,0,NA
2022-01-01,"Rio Negro","Chile","Solo resto",8753,0,126261,105,NA
2022-01-01,"Rio Negro","EE.UU y Canadá","Provincia y resto",1413,14736,34584,9,NA
2022-01-01,"Rio Negro","EE.UU y Canadá","Solo provincia",122,2562,2562,1,NA
2022-01-01,"Rio Negro","EE.UU y Canadá","Solo resto",25078,0,529942,167,NA
2022-01-01,"Rio Negro","Europa","Provincia y resto",4613,45896,116797,30,NA
2022-01-01,"Rio Negro","Europa","Solo provincia",369,4775,4775,3,NA
2022-01-01,"Rio Negro","Europa","Solo resto",33867,0,861303,264,NA
2022-01-01,"Rio Negro","Paraguay","Provincia y resto",0,0,0,0,NA
2022-01-01,"Rio Negro","Paraguay","Solo provincia",0,0,0,0,NA
2022-01-01,"Rio Negro","Paraguay","Solo resto",1311,0,5765,9,NA
2022-01-01,"Rio Negro","Resto América","Provincia y resto",604,2419,11487,7,NA
2022-01-01,"Rio Negro","Resto América","Solo provincia",0,0,0,0,NA
2022-01-01,"Rio Negro","Resto América","Solo resto",15589,0,366478,168,NA
2022-01-01,"Rio Negro","Resto del Mundo","Provincia y resto",0,0,0,0,NA
2022-01-01,"Rio Negro","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-01-01,"Rio Negro","Resto del Mundo","Solo resto",2486,0,44911,10,NA
2022-01-01,"Rio Negro","Uruguay","Provincia y resto",0,0,0,0,NA
2022-01-01,"Rio Negro","Uruguay","Solo provincia",0,0,0,0,NA
2022-01-01,"Rio Negro","Uruguay","Solo resto",462,0,7713,8,NA
2022-01-01,"Salta","Bolivia","Provincia y resto",0,0,0,0,NA
2022-01-01,"Salta","Bolivia","Solo provincia",0,0,0,0,NA
2022-01-01,"Salta","Bolivia","Solo resto",3297,0,61428,58,NA
2022-01-01,"Salta","Brasil","Provincia y resto",0,0,0,0,NA
2022-01-01,"Salta","Brasil","Solo provincia",0,0,0,0,NA
2022-01-01,"Salta","Brasil","Solo resto",15613,0,213639,146,NA
2022-01-01,"Salta","Chile","Provincia y resto",0,0,0,0,NA
2022-01-01,"Salta","Chile","Solo provincia",0,0,0,0,NA
2022-01-01,"Salta","Chile","Solo resto",8919,0,127755,107,NA
2022-01-01,"Salta","EE.UU y Canadá","Provincia y resto",953,8207,14572,6,NA
2022-01-01,"Salta","EE.UU y Canadá","Solo provincia",0,0,0,0,NA
2022-01-01,"Salta","EE.UU y Canadá","Solo resto",25660,0,552516,171,NA
2022-01-01,"Salta","Europa","Provincia y resto",1212,6062,28491,10,NA
2022-01-01,"Salta","Europa","Solo provincia",0,0,0,0,NA
2022-01-01,"Salta","Europa","Solo resto",37637,0,954384,287,NA
2022-01-01,"Salta","Paraguay","Provincia y resto",0,0,0,0,NA
2022-01-01,"Salta","Paraguay","Solo provincia",0,0,0,0,NA
2022-01-01,"Salta","Paraguay","Solo resto",1311,0,5765,9,NA
2022-01-01,"Salta","Resto América","Provincia y resto",0,0,0,0,NA
2022-01-01,"Salta","Resto América","Solo provincia",401,10515,10515,5,NA
2022-01-01,"Salta","Resto América","Solo resto",15792,0,367450,170,NA
2022-01-01,"Salta","Resto del Mundo","Provincia y resto",257,514,6425,1,NA
2022-01-01,"Salta","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-01-01,"Salta","Resto del Mundo","Solo resto",2229,0,38486,9,NA
2022-01-01,"Salta","Uruguay","Provincia y resto",0,0,0,0,NA
2022-01-01,"Salta","Uruguay","Solo provincia",0,0,0,0,NA
2022-01-01,"Salta","Uruguay","Solo resto",462,0,7713,8,NA
2022-01-01,"San Juan","Bolivia","Provincia y resto",0,0,0,0,NA
2022-01-01,"San Juan","Bolivia","Solo provincia",0,0,0,0,NA
2022-01-01,"San Juan","Bolivia","Solo resto",3297,0,61428,58,NA
2022-01-01,"San Juan","Brasil","Provincia y resto",0,0,0,0,NA
2022-01-01,"San Juan","Brasil","Solo provincia",0,0,0,0,NA
2022-01-01,"San Juan","Brasil","Solo resto",15613,0,213639,146,NA
2022-01-01,"San Juan","Chile","Provincia y resto",0,0,0,0,NA
2022-01-01,"San Juan","Chile","Solo provincia",0,0,0,0,NA
2022-01-01,"San Juan","Chile","Solo resto",8919,0,127755,107,NA
2022-01-01,"San Juan","EE.UU y Canadá","Provincia y resto",0,0,0,0,NA
2022-01-01,"San Juan","EE.UU y Canadá","Solo provincia",0,0,0,0,NA
2022-01-01,"San Juan","EE.UU y Canadá","Solo resto",26613,0,567088,177,NA
2022-01-01,"San Juan","Europa","Provincia y resto",213,1387,5106,2,NA
2022-01-01,"San Juan","Europa","Solo provincia",0,0,0,0,NA
2022-01-01,"San Juan","Europa","Solo resto",38636,0,977769,295,NA
2022-01-01,"San Juan","Paraguay","Provincia y resto",0,0,0,0,NA
2022-01-01,"San Juan","Paraguay","Solo provincia",0,0,0,0,NA
2022-01-01,"San Juan","Paraguay","Solo resto",1311,0,5765,9,NA
2022-01-01,"San Juan","Resto América","Provincia y resto",0,0,0,0,NA
2022-01-01,"San Juan","Resto América","Solo provincia",0,0,0,0,NA
2022-01-01,"San Juan","Resto América","Solo resto",16193,0,377965,175,NA
2022-01-01,"San Juan","Resto del Mundo","Provincia y resto",0,0,0,0,NA
2022-01-01,"San Juan","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-01-01,"San Juan","Resto del Mundo","Solo resto",2486,0,44911,10,NA
2022-01-01,"San Juan","Uruguay","Provincia y resto",0,0,0,0,NA
2022-01-01,"San Juan","Uruguay","Solo provincia",0,0,0,0,NA
2022-01-01,"San Juan","Uruguay","Solo resto",462,0,7713,8,NA
2022-01-01,"San Luis","Bolivia","Provincia y resto",0,0,0,0,NA
2022-01-01,"San Luis","Bolivia","Solo provincia",0,0,0,0,NA
2022-01-01,"San Luis","Bolivia","Solo resto",3297,0,61428,58,NA
2022-01-01,"San Luis","Brasil","Provincia y resto",0,0,0,0,NA
2022-01-01,"San Luis","Brasil","Solo provincia",0,0,0,0,NA
2022-01-01,"San Luis","Brasil","Solo resto",15613,0,213639,146,NA
2022-01-01,"San Luis","Chile","Provincia y resto",80,400,2400,1,NA
2022-01-01,"San Luis","Chile","Solo provincia",0,0,0,0,NA
2022-01-01,"San Luis","Chile","Solo resto",8839,0,125355,106,NA
2022-01-01,"San Luis","EE.UU y Canadá","Provincia y resto",0,0,0,0,NA
2022-01-01,"San Luis","EE.UU y Canadá","Solo provincia",123,2583,2583,1,NA
2022-01-01,"San Luis","EE.UU y Canadá","Solo resto",26490,0,564505,176,NA
2022-01-01,"San Luis","Europa","Provincia y resto",486,3402,9234,3,NA
2022-01-01,"San Luis","Europa","Solo provincia",0,0,0,0,NA
2022-01-01,"San Luis","Europa","Solo resto",38363,0,973641,294,NA
2022-01-01,"San Luis","Paraguay","Provincia y resto",0,0,0,0,NA
2022-01-01,"San Luis","Paraguay","Solo provincia",0,0,0,0,NA
2022-01-01,"San Luis","Paraguay","Solo resto",1311,0,5765,9,NA
2022-01-01,"San Luis","Resto América","Provincia y resto",0,0,0,0,NA
2022-01-01,"San Luis","Resto América","Solo provincia",0,0,0,0,NA
2022-01-01,"San Luis","Resto América","Solo resto",16193,0,377965,175,NA
2022-01-01,"San Luis","Resto del Mundo","Provincia y resto",0,0,0,0,NA
2022-01-01,"San Luis","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-01-01,"San Luis","Resto del Mundo","Solo resto",2486,0,44911,10,NA
2022-01-01,"San Luis","Uruguay","Provincia y resto",0,0,0,0,NA
2022-01-01,"San Luis","Uruguay","Solo provincia",0,0,0,0,NA
2022-01-01,"San Luis","Uruguay","Solo resto",462,0,7713,8,NA
2022-01-01,"Santa Cruz","Bolivia","Provincia y resto",0,0,0,0,NA
2022-01-01,"Santa Cruz","Bolivia","Solo provincia",0,0,0,0,NA
2022-01-01,"Santa Cruz","Bolivia","Solo resto",3297,0,61428,58,NA
2022-01-01,"Santa Cruz","Brasil","Provincia y resto",1077,3749,13003,10,NA
2022-01-01,"Santa Cruz","Brasil","Solo provincia",0,0,0,0,NA
2022-01-01,"Santa Cruz","Brasil","Solo resto",14536,0,200636,136,NA
2022-01-01,"Santa Cruz","Chile","Provincia y resto",0,0,0,0,NA
2022-01-01,"Santa Cruz","Chile","Solo provincia",0,0,0,0,NA
2022-01-01,"Santa Cruz","Chile","Solo resto",8919,0,127755,107,NA
2022-01-01,"Santa Cruz","EE.UU y Canadá","Provincia y resto",2979,14001,55066,18,NA
2022-01-01,"Santa Cruz","EE.UU y Canadá","Solo provincia",0,0,0,0,NA
2022-01-01,"Santa Cruz","EE.UU y Canadá","Solo resto",23634,0,512022,159,NA
2022-01-01,"Santa Cruz","Europa","Provincia y resto",2153,13613,72998,17,NA
2022-01-01,"Santa Cruz","Europa","Solo provincia",0,0,0,0,NA
2022-01-01,"Santa Cruz","Europa","Solo resto",36696,0,909877,280,NA
2022-01-01,"Santa Cruz","Paraguay","Provincia y resto",0,0,0,0,NA
2022-01-01,"Santa Cruz","Paraguay","Solo provincia",0,0,0,0,NA
2022-01-01,"Santa Cruz","Paraguay","Solo resto",1311,0,5765,9,NA
2022-01-01,"Santa Cruz","Resto América","Provincia y resto",401,2308,6315,5,NA
2022-01-01,"Santa Cruz","Resto América","Solo provincia",0,0,0,0,NA
2022-01-01,"Santa Cruz","Resto América","Solo resto",15792,0,371650,170,NA
2022-01-01,"Santa Cruz","Resto del Mundo","Provincia y resto",0,0,0,0,NA
2022-01-01,"Santa Cruz","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-01-01,"Santa Cruz","Resto del Mundo","Solo resto",2486,0,44911,10,NA
2022-01-01,"Santa Cruz","Uruguay","Provincia y resto",0,0,0,0,NA
2022-01-01,"Santa Cruz","Uruguay","Solo provincia",0,0,0,0,NA
2022-01-01,"Santa Cruz","Uruguay","Solo resto",462,0,7713,8,NA
2022-01-01,"Santa Fe","Bolivia","Provincia y resto",0,0,0,0,NA
2022-01-01,"Santa Fe","Bolivia","Solo provincia",0,0,0,0,NA
2022-01-01,"Santa Fe","Bolivia","Solo resto",3297,0,61428,58,NA
2022-01-01,"Santa Fe","Brasil","Provincia y resto",0,0,0,0,NA
2022-01-01,"Santa Fe","Brasil","Solo provincia",637,15773,15773,6,NA
2022-01-01,"Santa Fe","Brasil","Solo resto",14976,0,197866,140,NA
2022-01-01,"Santa Fe","Chile","Provincia y resto",0,0,0,0,NA
2022-01-01,"Santa Fe","Chile","Solo provincia",0,0,0,0,NA
2022-01-01,"Santa Fe","Chile","Solo resto",8919,0,127755,107,NA
2022-01-01,"Santa Fe","EE.UU y Canadá","Provincia y resto",366,5002,10370,3,NA
2022-01-01,"Santa Fe","EE.UU y Canadá","Solo provincia",2422,47876,47876,15,NA
2022-01-01,"Santa Fe","EE.UU y Canadá","Solo resto",23825,0,508842,159,NA
2022-01-01,"Santa Fe","Europa","Provincia y resto",1539,21980,36278,12,NA
2022-01-01,"Santa Fe","Europa","Solo provincia",2534,58116,58116,22,NA
2022-01-01,"Santa Fe","Europa","Solo resto",34776,0,888481,263,NA
2022-01-01,"Santa Fe","Paraguay","Provincia y resto",0,0,0,0,NA
2022-01-01,"Santa Fe","Paraguay","Solo provincia",0,0,0,0,NA
2022-01-01,"Santa Fe","Paraguay","Solo resto",1311,0,5765,9,NA
2022-01-01,"Santa Fe","Resto América","Provincia y resto",553,4090,9695,6,NA
2022-01-01,"Santa Fe","Resto América","Solo provincia",102,3060,3060,1,NA
2022-01-01,"Santa Fe","Resto América","Solo resto",15538,0,365210,168,NA
2022-01-01,"Santa Fe","Resto del Mundo","Provincia y resto",0,0,0,0,NA
2022-01-01,"Santa Fe","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-01-01,"Santa Fe","Resto del Mundo","Solo resto",2486,0,44911,10,NA
2022-01-01,"Santa Fe","Uruguay","Provincia y resto",0,0,0,0,NA
2022-01-01,"Santa Fe","Uruguay","Solo provincia",0,0,0,0,NA
2022-01-01,"Santa Fe","Uruguay","Solo resto",462,0,7713,8,NA
2022-01-01,"Santiago del Estero","Bolivia","Provincia y resto",0,0,0,0,NA
2022-01-01,"Santiago del Estero","Bolivia","Solo provincia",0,0,0,0,NA
2022-01-01,"Santiago del Estero","Bolivia","Solo resto",3297,0,61428,58,NA
2022-01-01,"Santiago del Estero","Brasil","Provincia y resto",0,0,0,0,NA
2022-01-01,"Santiago del Estero","Brasil","Solo provincia",0,0,0,0,NA
2022-01-01,"Santiago del Estero","Brasil","Solo resto",15613,0,213639,146,NA
2022-01-01,"Santiago del Estero","Chile","Provincia y resto",0,0,0,0,NA
2022-01-01,"Santiago del Estero","Chile","Solo provincia",0,0,0,0,NA
2022-01-01,"Santiago del Estero","Chile","Solo resto",8919,0,127755,107,NA
2022-01-01,"Santiago del Estero","EE.UU y Canadá","Provincia y resto",0,0,0,0,NA
2022-01-01,"Santiago del Estero","EE.UU y Canadá","Solo provincia",0,0,0,0,NA
2022-01-01,"Santiago del Estero","EE.UU y Canadá","Solo resto",26613,0,567088,177,NA
2022-01-01,"Santiago del Estero","Europa","Provincia y resto",107,642,3210,1,NA
2022-01-01,"Santiago del Estero","Europa","Solo provincia",0,0,0,0,NA
2022-01-01,"Santiago del Estero","Europa","Solo resto",38742,0,979665,296,NA
2022-01-01,"Santiago del Estero","Paraguay","Provincia y resto",0,0,0,0,NA
2022-01-01,"Santiago del Estero","Paraguay","Solo provincia",0,0,0,0,NA
2022-01-01,"Santiago del Estero","Paraguay","Solo resto",1311,0,5765,9,NA
2022-01-01,"Santiago del Estero","Resto América","Provincia y resto",0,0,0,0,NA
2022-01-01,"Santiago del Estero","Resto América","Solo provincia",0,0,0,0,NA
2022-01-01,"Santiago del Estero","Resto América","Solo resto",16193,0,377965,175,NA
2022-01-01,"Santiago del Estero","Resto del Mundo","Provincia y resto",257,3084,3855,1,NA
2022-01-01,"Santiago del Estero","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-01-01,"Santiago del Estero","Resto del Mundo","Solo resto",2229,0,41056,9,NA
2022-01-01,"Santiago del Estero","Uruguay","Provincia y resto",0,0,0,0,NA
2022-01-01,"Santiago del Estero","Uruguay","Solo provincia",0,0,0,0,NA
2022-01-01,"Santiago del Estero","Uruguay","Solo resto",462,0,7713,8,NA
2022-01-01,"Tierra del Fuego","Bolivia","Provincia y resto",0,0,0,0,NA
2022-01-01,"Tierra del Fuego","Bolivia","Solo provincia",0,0,0,0,NA
2022-01-01,"Tierra del Fuego","Bolivia","Solo resto",3297,0,61428,58,NA
2022-01-01,"Tierra del Fuego","Brasil","Provincia y resto",754,2806,10104,7,NA
2022-01-01,"Tierra del Fuego","Brasil","Solo provincia",0,0,0,0,NA
2022-01-01,"Tierra del Fuego","Brasil","Solo resto",14859,0,203535,139,NA
2022-01-01,"Tierra del Fuego","Chile","Provincia y resto",0,0,0,0,NA
2022-01-01,"Tierra del Fuego","Chile","Solo provincia",0,0,0,0,NA
2022-01-01,"Tierra del Fuego","Chile","Solo resto",8919,0,127755,107,NA
2022-01-01,"Tierra del Fuego","EE.UU y Canadá","Provincia y resto",1395,4967,15757,8,NA
2022-01-01,"Tierra del Fuego","EE.UU y Canadá","Solo provincia",612,5874,6975,5,NA
2022-01-01,"Tierra del Fuego","EE.UU y Canadá","Solo resto",24606,0,544356,164,NA
2022-01-01,"Tierra del Fuego","Europa","Provincia y resto",631,1893,9465,5,NA
2022-01-01,"Tierra del Fuego","Europa","Solo provincia",106,742,742,1,NA
2022-01-01,"Tierra del Fuego","Europa","Solo resto",38112,0,972668,291,NA
2022-01-01,"Tierra del Fuego","Paraguay","Provincia y resto",0,0,0,0,NA
2022-01-01,"Tierra del Fuego","Paraguay","Solo provincia",0,0,0,0,NA
2022-01-01,"Tierra del Fuego","Paraguay","Solo resto",1311,0,5765,9,NA
2022-01-01,"Tierra del Fuego","Resto América","Provincia y resto",184,1288,1840,2,NA
2022-01-01,"Tierra del Fuego","Resto América","Solo provincia",102,1020,1020,1,NA
2022-01-01,"Tierra del Fuego","Resto América","Solo resto",15907,0,375105,172,NA
2022-01-01,"Tierra del Fuego","Resto del Mundo","Provincia y resto",0,0,0,0,NA
2022-01-01,"Tierra del Fuego","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-01-01,"Tierra del Fuego","Resto del Mundo","Solo resto",2486,0,44911,10,NA
2022-01-01,"Tierra del Fuego","Uruguay","Provincia y resto",0,0,0,0,NA
2022-01-01,"Tierra del Fuego","Uruguay","Solo provincia",0,0,0,0,NA
2022-01-01,"Tierra del Fuego","Uruguay","Solo resto",462,0,7713,8,NA
2022-01-01,"Tucuman","Bolivia","Provincia y resto",0,0,0,0,NA
2022-01-01,"Tucuman","Bolivia","Solo provincia",0,0,0,0,NA
2022-01-01,"Tucuman","Bolivia","Solo resto",3297,0,61428,58,NA
2022-01-01,"Tucuman","Brasil","Provincia y resto",105,2205,3045,1,NA
2022-01-01,"Tucuman","Brasil","Solo provincia",0,0,0,0,NA
2022-01-01,"Tucuman","Brasil","Solo resto",15508,0,210594,145,NA
2022-01-01,"Tucuman","Chile","Provincia y resto",0,0,0,0,NA
2022-01-01,"Tucuman","Chile","Solo provincia",0,0,0,0,NA
2022-01-01,"Tucuman","Chile","Solo resto",8919,0,127755,107,NA
2022-01-01,"Tucuman","EE.UU y Canadá","Provincia y resto",712,2432,8764,5,NA
2022-01-01,"Tucuman","EE.UU y Canadá","Solo provincia",245,3553,3553,2,NA
2022-01-01,"Tucuman","EE.UU y Canadá","Solo resto",25656,0,554771,170,NA
2022-01-01,"Tucuman","Europa","Provincia y resto",476,6350,10088,4,NA
2022-01-01,"Tucuman","Europa","Solo provincia",0,0,0,0,NA
2022-01-01,"Tucuman","Europa","Solo resto",38373,0,972787,293,NA
2022-01-01,"Tucuman","Paraguay","Provincia y resto",0,0,0,0,NA
2022-01-01,"Tucuman","Paraguay","Solo provincia",0,0,0,0,NA
2022-01-01,"Tucuman","Paraguay","Solo resto",1311,0,5765,9,NA
2022-01-01,"Tucuman","Resto América","Provincia y resto",249,7470,7719,3,NA
2022-01-01,"Tucuman","Resto América","Solo provincia",0,0,0,0,NA
2022-01-01,"Tucuman","Resto América","Solo resto",15944,0,370246,172,NA
2022-01-01,"Tucuman","Resto del Mundo","Provincia y resto",257,1799,6425,1,NA
2022-01-01,"Tucuman","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-01-01,"Tucuman","Resto del Mundo","Solo resto",2229,0,38486,9,NA
2022-01-01,"Tucuman","Uruguay","Provincia y resto",0,0,0,0,NA
2022-01-01,"Tucuman","Uruguay","Solo provincia",0,0,0,0,NA
2022-01-01,"Tucuman","Uruguay","Solo resto",462,0,7713,8,NA
2022-02-01,"Buenos Aires","Bolivia","Provincia y resto",72,102,570,3,NA
2022-02-01,"Buenos Aires","Bolivia","Solo provincia",450,13830,13830,19,NA
2022-02-01,"Buenos Aires","Bolivia","Solo resto",1371,0,22379,55,NA
2022-02-01,"Buenos Aires","Brasil","Provincia y resto",425,3739,7071,13,NA
2022-02-01,"Buenos Aires","Brasil","Solo provincia",662,22091,22091,20,NA
2022-02-01,"Buenos Aires","Brasil","Solo resto",7000,0,85364,214,NA
2022-02-01,"Buenos Aires","Chile","Provincia y resto",590,5561,9436,18,NA
2022-02-01,"Buenos Aires","Chile","Solo provincia",844,16256,16256,26,NA
2022-02-01,"Buenos Aires","Chile","Solo resto",7220,0,79802,222,NA
2022-02-01,"Buenos Aires","EE.UU y Canadá","Provincia y resto",1613,28141,49491,17,NA
2022-02-01,"Buenos Aires","EE.UU y Canadá","Solo provincia",2686,58808,58808,26,NA
2022-02-01,"Buenos Aires","EE.UU y Canadá","Solo resto",10597,0,204503,108,NA
2022-02-01,"Buenos Aires","Europa","Provincia y resto",5358,67345,196879,48,NA
2022-02-01,"Buenos Aires","Europa","Solo provincia",7002,287183,287183,64,NA
2022-02-01,"Buenos Aires","Europa","Solo resto",16405,0,543264,151,NA
2022-02-01,"Buenos Aires","Paraguay","Provincia y resto",271,6379,8520,3,NA
2022-02-01,"Buenos Aires","Paraguay","Solo provincia",0,0,0,0,NA
